id,url,name,level,pid,createtime,updatetime,isvalid,page,col1,col2,col3,bigpname,bigpid,ismall
25-1-9-12-15,https://www.amazon.de/gp/bestsellers/digital-text/617652031,Medientheorie,5,25-1-9-12,"2016-12-07 11:44:23",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-12-16,https://www.amazon.de/gp/bestsellers/digital-text/617653031,Nachschlagewerke,5,25-1-9-12,"2016-12-07 11:44:23",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-12-17,https://www.amazon.de/gp/bestsellers/digital-text/617654031,"Public Relations",5,25-1-9-12,"2016-12-07 11:44:23",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-12-18,https://www.amazon.de/gp/bestsellers/digital-text/617655031,Publizistik,5,25-1-9-12,"2016-12-07 11:44:23",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-12-19,https://www.amazon.de/gp/bestsellers/digital-text/617674031,Werbung,5,25-1-9-12,"2016-12-07 11:44:23",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-12-2,https://www.amazon.de/gp/bestsellers/digital-text/617600031,Einzelmedien,5,25-1-9-12,"2016-12-07 11:44:23",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-12-3,https://www.amazon.de/gp/bestsellers/digital-text/617633031,"Massenmedien allgemein",5,25-1-9-12,"2016-12-07 11:44:23",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-12-4,https://www.amazon.de/gp/bestsellers/digital-text/617634031,Medienästhetik,5,25-1-9-12,"2016-12-07 11:44:23",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-12-5,https://www.amazon.de/gp/bestsellers/digital-text/617635031,Medienethik,5,25-1-9-12,"2016-12-07 11:44:23",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-12-6,https://www.amazon.de/gp/bestsellers/digital-text/617636031,Medienforschung,5,25-1-9-12,"2016-12-07 11:44:23",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-12-7,https://www.amazon.de/gp/bestsellers/digital-text/617637031,Mediengeschichte,5,25-1-9-12,"2016-12-07 11:44:23",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-12-8,https://www.amazon.de/gp/bestsellers/digital-text/617640031,Medienkultur,5,25-1-9-12,"2016-12-07 11:44:23",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-12-9,https://www.amazon.de/gp/bestsellers/digital-text/617641031,Medienökonomie,5,25-1-9-12,"2016-12-07 11:44:23",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13,https://www.amazon.de/gp/bestsellers/digital-text/617683031,Medizin,4,25-1-9,"2016-12-07 11:37:53",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,0
25-1-9-13-1,https://www.amazon.de/gp/bestsellers/digital-text/617684031,Allgemeinmedizin,5,25-1-9-13,"2016-12-07 11:44:23",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-10,https://www.amazon.de/gp/bestsellers/digital-text/617821031,Intensivmedizin,5,25-1-9-13,"2016-12-07 11:44:23",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-11,https://www.amazon.de/gp/bestsellers/digital-text/617822031,"Medizin & Computer",5,25-1-9-13,"2016-12-07 11:44:23",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-12,https://www.amazon.de/gp/bestsellers/digital-text/617829031,"Medizin & Gesellschaft",5,25-1-9-13,"2016-12-07 11:44:24",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-13,https://www.amazon.de/gp/bestsellers/digital-text/617838031,Neurologie,5,25-1-9-13,"2016-12-07 11:44:24",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-14,https://www.amazon.de/gp/bestsellers/digital-text/617872031,Notfallmedizin,5,25-1-9-13,"2016-12-07 11:44:24",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-15,https://www.amazon.de/gp/bestsellers/digital-text/617873031,Orthopädie,5,25-1-9-13,"2016-12-07 11:44:24",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-16,https://www.amazon.de/gp/bestsellers/digital-text/617881031,Pädiatrie,5,25-1-9-13,"2016-12-07 11:44:24",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-17,https://www.amazon.de/gp/bestsellers/digital-text/617894031,Pflege,5,25-1-9-13,"2016-12-07 11:44:24",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-18,https://www.amazon.de/gp/bestsellers/digital-text/617910031,Psychiatrie,5,25-1-9-13,"2016-12-07 11:44:24",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-19,https://www.amazon.de/gp/bestsellers/digital-text/617943031,Sportmedizin,5,25-1-9-13,"2016-12-07 11:44:24",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-2,https://www.amazon.de/gp/bestsellers/digital-text/617685031,"Alternative Heilmethoden",5,25-1-9-13,"2016-12-07 11:44:23",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-20,https://www.amazon.de/gp/bestsellers/digital-text/617944031,"Studium Humanmedizin",5,25-1-9-13,"2016-12-07 11:44:24",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-21,https://www.amazon.de/gp/bestsellers/digital-text/617947031,"Studium Pharmazie",5,25-1-9-13,"2016-12-07 11:44:24",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-22,https://www.amazon.de/gp/bestsellers/digital-text/617948031,"Weitere Fachgebiete",5,25-1-9-13,"2016-12-07 11:44:24",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,0
25-1-9-13-22-1,https://www.amazon.de/gp/bestsellers/digital-text/617949031,Allergologie,6,25-1-9-13-22,"2016-12-07 11:47:08",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-22-10,https://www.amazon.de/gp/bestsellers/digital-text/617778031,Labormedizin,6,25-1-9-13-22,"2016-12-07 11:47:08",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-22-11,https://www.amazon.de/gp/bestsellers/digital-text/617960031,"Mathematik für Mediziner",6,25-1-9-13-22,"2016-12-07 11:47:08",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-22-12,https://www.amazon.de/gp/bestsellers/digital-text/617961031,"Medizinische Ethik",6,25-1-9-13-22,"2016-12-07 11:47:08",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-22-13,https://www.amazon.de/gp/bestsellers/digital-text/617827031,"Medizinische Informatik",6,25-1-9-13-22,"2016-12-07 11:47:08",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-22-14,https://www.amazon.de/gp/bestsellers/digital-text/617962031,"Medizinische Statistik",6,25-1-9-13-22,"2016-12-07 11:47:08",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-22-15,https://www.amazon.de/gp/bestsellers/digital-text/617963031,Medizinsoziologie,6,25-1-9-13-22,"2016-12-07 11:47:08",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-22-16,https://www.amazon.de/gp/bestsellers/digital-text/617964031,Medizintechnik,6,25-1-9-13-22,"2016-12-07 11:47:09",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-22-17,https://www.amazon.de/gp/bestsellers/digital-text/617965031,Nuklearmedizin,6,25-1-9-13-22,"2016-12-07 11:47:09",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-22-18,https://www.amazon.de/gp/bestsellers/digital-text/617966031,Ophthalmologie,6,25-1-9-13-22,"2016-12-07 11:47:09",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-22-19,https://www.amazon.de/gp/bestsellers/digital-text/617967031,"Pharmakologie & Pharmazie",6,25-1-9-13-22,"2016-12-07 11:47:09",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-22-2,https://www.amazon.de/gp/bestsellers/digital-text/617955031,Arbeitsmedizin,6,25-1-9-13-22,"2016-12-07 11:47:08",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-22-20,https://www.amazon.de/gp/bestsellers/digital-text/617968031,Rechtsmedizin,6,25-1-9-13-22,"2016-12-07 11:47:09",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-22-21,https://www.amazon.de/gp/bestsellers/digital-text/617969031,Sozialmedizin,6,25-1-9-13-22,"2016-12-07 11:47:09",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-22-22,https://www.amazon.de/gp/bestsellers/digital-text/617970031,Tiermedizin,6,25-1-9-13-22,"2016-12-07 11:47:09",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-22-23,https://www.amazon.de/gp/bestsellers/digital-text/617971031,Tropenmedizin,6,25-1-9-13-22,"2016-12-07 11:47:09",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-22-24,https://www.amazon.de/gp/bestsellers/digital-text/617972031,Umweltmedizin,6,25-1-9-13-22,"2016-12-07 11:47:09",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-22-25,https://www.amazon.de/gp/bestsellers/digital-text/617973031,Zahnmedizin,6,25-1-9-13-22,"2016-12-07 11:47:09",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-22-3,https://www.amazon.de/gp/bestsellers/digital-text/617956031,Biomechanik,6,25-1-9-13-22,"2016-12-07 11:47:08",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-22-4,https://www.amazon.de/gp/bestsellers/digital-text/617189031,"Biomedizinische Technik",6,25-1-9-13-22,"2016-12-07 11:47:08",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-22-7,https://www.amazon.de/gp/bestsellers/digital-text/617957031,"Geriatrie & Gerontologie",6,25-1-9-13-22,"2016-12-07 11:47:08",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-22-8,https://www.amazon.de/gp/bestsellers/digital-text/617958031,HNO,6,25-1-9-13-22,"2016-12-07 11:47:08",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-22-9,https://www.amazon.de/gp/bestsellers/digital-text/617959031,Immunologie,6,25-1-9-13-22,"2016-12-07 11:47:08",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-23,https://www.amazon.de/gp/bestsellers/digital-text/617974031,"Weitere Heilberufe",5,25-1-9-13,"2016-12-07 11:44:24",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,0
25-1-9-13-23-1,https://www.amazon.de/gp/bestsellers/digital-text/617975031,Chirotherapie,6,25-1-9-13-23,"2016-12-07 11:47:09",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-23-2,https://www.amazon.de/gp/bestsellers/digital-text/617976031,Ergotherapie,6,25-1-9-13-23,"2016-12-07 11:47:09",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-23-3,https://www.amazon.de/gp/bestsellers/digital-text/617977031,Logopädie,6,25-1-9-13-23,"2016-12-07 11:47:09",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-23-4,https://www.amazon.de/gp/bestsellers/digital-text/617978031,"Physiotherapie & Heilgymnastik",6,25-1-9-13-23,"2016-12-07 11:47:09",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-24,https://www.amazon.de/gp/bestsellers/digital-text/617979031,"Wörterbücher & Nachschlagewerke",5,25-1-9-13,"2016-12-07 11:44:24",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-3,https://www.amazon.de/gp/bestsellers/digital-text/617696031,Anästhesie,5,25-1-9-13,"2016-12-07 11:44:23",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-4,https://www.amazon.de/gp/bestsellers/digital-text/617702031,Chirurgie,5,25-1-9-13,"2016-12-07 11:44:23",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,0
25-1-9-13-4-1,https://www.amazon.de/gp/bestsellers/digital-text/617703031,Allgemein,6,25-1-9-13-4,"2016-12-07 11:47:09",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-4-10,https://www.amazon.de/gp/bestsellers/digital-text/617731031,"Kopf Gesicht & Hals",6,25-1-9-13-4,"2016-12-07 11:47:09",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-4-11,https://www.amazon.de/gp/bestsellers/digital-text/617732031,Laserchirurgie,6,25-1-9-13-4,"2016-12-07 11:47:09",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-4-12,https://www.amazon.de/gp/bestsellers/digital-text/617733031,Mammachirurgie,6,25-1-9-13-4,"2016-12-07 11:47:09",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-4-13,https://www.amazon.de/gp/bestsellers/digital-text/617734031,Mikrochirurgie,6,25-1-9-13-4,"2016-12-07 11:47:09",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-4-14,https://www.amazon.de/gp/bestsellers/digital-text/617735031,"Minimalinvasive Chirurgie",6,25-1-9-13-4,"2016-12-07 11:47:09",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-4-15,https://www.amazon.de/gp/bestsellers/digital-text/617743031,"Mund & Kiefer",6,25-1-9-13-4,"2016-12-07 11:47:09",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-4-16,https://www.amazon.de/gp/bestsellers/digital-text/617744031,Neurochirurgie,6,25-1-9-13-4,"2016-12-07 11:47:09",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-4-17,https://www.amazon.de/gp/bestsellers/digital-text/617745031,Pflege,6,25-1-9-13-4,"2016-12-07 11:47:09",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-4-18,https://www.amazon.de/gp/bestsellers/digital-text/617746031,"Plastische & Ästhetische Chirurgie",6,25-1-9-13-4,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-4-19,https://www.amazon.de/gp/bestsellers/digital-text/617747031,Qualitätssicherung,6,25-1-9-13-4,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-4-2,https://www.amazon.de/gp/bestsellers/digital-text/617704031,Auge,6,25-1-9-13-4,"2016-12-07 11:47:09",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-4-20,https://www.amazon.de/gp/bestsellers/digital-text/617748031,Radiochirurgie,6,25-1-9-13-4,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-4-21,https://www.amazon.de/gp/bestsellers/digital-text/617749031,Schilddrüse,6,25-1-9-13-4,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-4-22,https://www.amazon.de/gp/bestsellers/digital-text/617750031,Thorax,6,25-1-9-13-4,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-4-23,https://www.amazon.de/gp/bestsellers/digital-text/617751031,Traumatologie,6,25-1-9-13-4,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-4-24,https://www.amazon.de/gp/bestsellers/digital-text/617752031,Unfallchirurgie,6,25-1-9-13-4,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-4-25,https://www.amazon.de/gp/bestsellers/digital-text/617753031,Viszeralchirurgie,6,25-1-9-13-4,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-4-3,https://www.amazon.de/gp/bestsellers/digital-text/617705031,Fuß,6,25-1-9-13-4,"2016-12-07 11:47:09",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-4-4,https://www.amazon.de/gp/bestsellers/digital-text/617706031,"Geburtshilfe & Gynäkologie",6,25-1-9-13-4,"2016-12-07 11:47:09",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-4-5,https://www.amazon.de/gp/bestsellers/digital-text/617707031,Gefäßchirurgie,6,25-1-9-13-4,"2016-12-07 11:47:09",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-4-6,https://www.amazon.de/gp/bestsellers/digital-text/617708031,Grundlagen,6,25-1-9-13-4,"2016-12-07 11:47:09",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-4-7,https://www.amazon.de/gp/bestsellers/digital-text/617720031,Hand,6,25-1-9-13-4,"2016-12-07 11:47:09",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-4-8,https://www.amazon.de/gp/bestsellers/digital-text/617721031,Herz,6,25-1-9-13-4,"2016-12-07 11:47:09",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-4-9,https://www.amazon.de/gp/bestsellers/digital-text/617730031,Kinderchirurgie,6,25-1-9-13-4,"2016-12-07 11:47:09",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-5,https://www.amazon.de/gp/bestsellers/digital-text/617766031,Dermatologie,5,25-1-9-13,"2016-12-07 11:44:23",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-6,https://www.amazon.de/gp/bestsellers/digital-text/617767031,Diagnostik,5,25-1-9-13,"2016-12-07 11:44:23",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,0
25-1-9-13-6-1,https://www.amazon.de/gp/bestsellers/digital-text/617768031,Anamnese,6,25-1-9-13-6,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-6-10,https://www.amazon.de/gp/bestsellers/digital-text/617841031,Elektromyographie,6,25-1-9-13-6,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-6-11,https://www.amazon.de/gp/bestsellers/digital-text/617843031,Elektroradiologie,6,25-1-9-13-6,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-6-12,https://www.amazon.de/gp/bestsellers/digital-text/617739031,Endoskopie,6,25-1-9-13-6,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-6-13,https://www.amazon.de/gp/bestsellers/digital-text/617775031,Endosonographie,6,25-1-9-13-6,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-6-14,https://www.amazon.de/gp/bestsellers/digital-text/617776031,Enzephalographie,6,25-1-9-13-6,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-6-15,https://www.amazon.de/gp/bestsellers/digital-text/617777031,Funktionsdiagnostik,6,25-1-9-13-6,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-6-16,https://www.amazon.de/gp/bestsellers/digital-text/617740031,Gastroskopie,6,25-1-9-13-6,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-6-17,https://www.amazon.de/gp/bestsellers/digital-text/617726031,Herzkatheter,6,25-1-9-13-6,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-6-19,https://www.amazon.de/gp/bestsellers/digital-text/617741031,Laparoskopie,6,25-1-9-13-6,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-6-2,https://www.amazon.de/gp/bestsellers/digital-text/617769031,Angiographie,6,25-1-9-13-6,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-6-20,https://www.amazon.de/gp/bestsellers/digital-text/617779031,Magnetresonanztomographie,6,25-1-9-13-6,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-6-21,https://www.amazon.de/gp/bestsellers/digital-text/617780031,"Medizinische Bildverarbeitung",6,25-1-9-13-6,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-6-22,https://www.amazon.de/gp/bestsellers/digital-text/617842031,Neuroangiographie,6,25-1-9-13-6,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-6-23,https://www.amazon.de/gp/bestsellers/digital-text/617781031,Pflege,6,25-1-9-13-6,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-6-24,https://www.amazon.de/gp/bestsellers/digital-text/617782031,Radiodiagnostik,6,25-1-9-13-6,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-6-25,https://www.amazon.de/gp/bestsellers/digital-text/617783031,Szintigraphie,6,25-1-9-13-6,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-6-26,https://www.amazon.de/gp/bestsellers/digital-text/617784031,Tomographie,6,25-1-9-13-6,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-6-27,https://www.amazon.de/gp/bestsellers/digital-text/617785031,Ultraschalldiagnostik,6,25-1-9-13-6,"2016-12-07 11:47:11",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-6-28,https://www.amazon.de/gp/bestsellers/digital-text/617786031,"Visuelle Diagnostik",6,25-1-9-13-6,"2016-12-07 11:47:11",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-6-3,https://www.amazon.de/gp/bestsellers/digital-text/617737031,Arthroskopie,6,25-1-9-13-6,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-6-4,https://www.amazon.de/gp/bestsellers/digital-text/617770031,Audiometrie,6,25-1-9-13-6,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-6-5,https://www.amazon.de/gp/bestsellers/digital-text/617771031,"Bildgebende Verfahren allgemein",6,25-1-9-13-6,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-6-6,https://www.amazon.de/gp/bestsellers/digital-text/617738031,"Broncho- & Thorakoskopie",6,25-1-9-13-6,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-6-7,https://www.amazon.de/gp/bestsellers/digital-text/617772031,Chirodiagnostik,6,25-1-9-13-6,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-6-8,https://www.amazon.de/gp/bestsellers/digital-text/617773031,Differenzialdiagnostik,6,25-1-9-13-6,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-6-9,https://www.amazon.de/gp/bestsellers/digital-text/617774031,Elektrokardiographie,6,25-1-9-13-6,"2016-12-07 11:47:10",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-7-1,https://www.amazon.de/gp/bestsellers/digital-text/617788031,Anatomie,6,25-1-9-13-7,"2016-12-07 11:47:11",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-7-3,https://www.amazon.de/gp/bestsellers/digital-text/617789031,Embryologie,6,25-1-9-13-7,"2016-12-07 11:47:11",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-7-4,https://www.amazon.de/gp/bestsellers/digital-text/617790031,Histologie,6,25-1-9-13-7,"2016-12-07 11:47:11",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-7-5,https://www.amazon.de/gp/bestsellers/digital-text/617791031,Pathologie,6,25-1-9-13-7,"2016-12-07 11:47:11",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-7-6,https://www.amazon.de/gp/bestsellers/digital-text/617792031,Pathophysiologie,6,25-1-9-13-7,"2016-12-07 11:47:11",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-7-7,https://www.amazon.de/gp/bestsellers/digital-text/617793031,Physiologie,6,25-1-9-13-7,"2016-12-07 11:47:11",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-8,https://www.amazon.de/gp/bestsellers/digital-text/617794031,Gynäkologie,5,25-1-9-13,"2016-12-07 11:44:23",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-13-9,https://www.amazon.de/gp/bestsellers/digital-text/617803031,"Innere Medizin",5,25-1-9-13,"2016-12-07 11:44:23",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-14,https://www.amazon.de/gp/bestsellers/digital-text/617991031,Musikwissenschaft,4,25-1-9,"2016-12-07 11:37:54",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,0
25-1-9-14-1,https://www.amazon.de/gp/bestsellers/digital-text/617992031,Dirigieren,5,25-1-9-14,"2016-12-07 11:44:24",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-14-10,https://www.amazon.de/gp/bestsellers/digital-text/618029031,Musikpsychologie,5,25-1-9-14,"2016-12-07 11:44:24",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-14-11,https://www.amazon.de/gp/bestsellers/digital-text/618030031,Musiksoziologie,5,25-1-9-14,"2016-12-07 11:44:24",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-14-12,https://www.amazon.de/gp/bestsellers/digital-text/618031031,Musikstudium,5,25-1-9-14,"2016-12-07 11:44:24",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-14-13,https://www.amazon.de/gp/bestsellers/digital-text/618032031,Musiktheorie,5,25-1-9-14,"2016-12-07 11:44:24",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-14-14,https://www.amazon.de/gp/bestsellers/digital-text/618033031,Musikunterricht,5,25-1-9-14,"2016-12-07 11:44:24",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
25-1-9-14-15,https://www.amazon.de/gp/bestsellers/digital-text/618034031,Nachschlagewerke,5,25-1-9-14,"2016-12-07 11:44:24",NULL,0,5,NULL,NULL,NULL,Kindle-Shop,25,1
