id,url,name,level,pid,createtime,updatetime,isvalid,page,col1,col2,col3,bigpname,bigpid,ismall
16-4-3-2,https://www.amazon.de/gp/bestsellers/ce-de/16069651,"Schnurlose ISDN-Telefone",4,16-4-3,"2016-12-07 11:34:06",NULL,0,5,NULL,NULL,NULL,Elektronik,16,0
16-4-3-2-1,https://www.amazon.de/gp/bestsellers/ce-de/16069661,"Mit Anrufbeantworter",5,16-4-3-2,"2016-12-07 11:41:15",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-4-3-2-2,https://www.amazon.de/gp/bestsellers/ce-de/16069681,Mobilteile,5,16-4-3-2,"2016-12-07 11:41:15",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-4-3-2-3,https://www.amazon.de/gp/bestsellers/ce-de/16069671,"Ohne Anrufbeantworter",5,16-4-3-2,"2016-12-07 11:41:15",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-4-4,https://www.amazon.de/gp/bestsellers/ce-de/1385100031,Telefonkarten,3,16-4,"2016-12-07 11:31:29",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-4-6,https://www.amazon.de/gp/bestsellers/ce-de/1385101031,"VOIP Telefone",3,16-4,"2016-12-07 11:31:29",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-5,https://www.amazon.de/gp/bestsellers/ce-de/3468301,"Handys & Smartphones",2,16,"2016-12-07 11:31:01",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-6,https://www.amazon.de/gp/bestsellers/ce-de/364918031,"Handy- & Smartwatch-Zubehör",2,16,"2016-12-07 11:31:01",NULL,0,5,NULL,NULL,NULL,Elektronik,16,0
16-6-1,https://www.amazon.de/gp/bestsellers/ce-de/364919031,Akkus,3,16-6,"2016-12-07 11:31:29",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-6-10,https://www.amazon.de/gp/bestsellers/ce-de/364923031,Headsets,3,16-6,"2016-12-07 11:31:29",NULL,0,5,NULL,NULL,NULL,Elektronik,16,0
16-6-10-1,https://www.amazon.de/gp/bestsellers/ce-de/364924031,"Bluetooth Headsets",4,16-6-10,"2016-12-07 11:34:06",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-6-10-2,https://www.amazon.de/gp/bestsellers/ce-de/364925031,"Kabelgebundene Headsets",4,16-6-10,"2016-12-07 11:34:06",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-6-11,https://www.amazon.de/gp/bestsellers/ce-de/364938031,Holster,3,16-6,"2016-12-07 11:31:29",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-6-12,https://www.amazon.de/gp/bestsellers/ce-de/364926031,KFZ-Zubehör,3,16-6,"2016-12-07 11:31:29",NULL,0,5,NULL,NULL,NULL,Elektronik,16,0
16-6-12-1,https://www.amazon.de/gp/bestsellers/ce-de/364928031,Halterungen,4,16-6-12,"2016-12-07 11:34:06",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-6-12-2,https://www.amazon.de/gp/bestsellers/ce-de/364931031,"KFZ Ladekabel",4,16-6-12,"2016-12-07 11:34:07",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-6-12-3,https://www.amazon.de/gp/bestsellers/ce-de/1385090031,KFZ-Sets,4,16-6-12,"2016-12-07 11:34:07",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-6-13,https://www.amazon.de/gp/bestsellers/ce-de/364929031,Ladegeräte,3,16-6,"2016-12-07 11:31:29",NULL,0,5,NULL,NULL,NULL,Elektronik,16,0
16-6-13-1,https://www.amazon.de/gp/bestsellers/ce-de/364932031,Dockingstationen,4,16-6-13,"2016-12-07 11:34:07",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-6-13-2,https://www.amazon.de/gp/bestsellers/ce-de/5520535031,"Externe Akkus",4,16-6-13,"2016-12-07 11:34:07",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-6-13-3,https://www.amazon.de/gp/bestsellers/ce-de/1385091031,Induktionsladegeräte,4,16-6-13,"2016-12-07 11:34:07",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-6-13-4,https://www.amazon.de/gp/bestsellers/ce-de/364930031,"Internationale Ladegeräte",4,16-6-13,"2016-12-07 11:34:07",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-6-13-6,https://www.amazon.de/gp/bestsellers/ce-de/364933031,Netzteile,4,16-6-13,"2016-12-07 11:34:07",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-6-13-7,https://www.amazon.de/gp/bestsellers/ce-de/1385092031,Solarladegeräte,4,16-6-13,"2016-12-07 11:34:07",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-6-14,https://www.amazon.de/gp/bestsellers/ce-de/4220476031,Projektoren,3,16-6,"2016-12-07 11:31:29",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-6-15,https://www.amazon.de/gp/bestsellers/ce-de/364934031,Schutzfolien,3,16-6,"2016-12-07 11:31:29",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-6-16,https://www.amazon.de/gp/bestsellers/ce-de/9899487031,Selfie-Stangen,3,16-6,"2016-12-07 11:31:29",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-6-17,https://www.amazon.de/gp/bestsellers/ce-de/1385096031,"Skins zum Aufkleben",3,16-6,"2016-12-07 11:31:29",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-6-18,https://www.amazon.de/gp/bestsellers/ce-de/364935031,"Taschen & Schalen",3,16-6,"2016-12-07 11:31:29",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-6-19,https://www.amazon.de/gp/bestsellers/ce-de/5519428031,Vorsatzlinsen,3,16-6,"2016-12-07 11:31:29",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-6-2,https://www.amazon.de/gp/bestsellers/ce-de/1384051031,Armbänder,3,16-6,"2016-12-07 11:31:29",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-6-20,https://www.amazon.de/gp/bestsellers/ce-de/1385089031,Zubehörsets,3,16-6,"2016-12-07 11:31:29",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-6-3,https://www.amazon.de/gp/bestsellers/ce-de/364920031,Audioadapter,3,16-6,"2016-12-07 11:31:29",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-6-4,https://www.amazon.de/gp/bestsellers/ce-de/364921031,Datenkabel,3,16-6,"2016-12-07 11:31:29",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-6-5,https://www.amazon.de/gp/bestsellers/ce-de/1387525031,Eingabestifte,3,16-6,"2016-12-07 11:31:29",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-6-6,https://www.amazon.de/gp/bestsellers/ce-de/1385094031,Ersatzteile,3,16-6,"2016-12-07 11:31:29",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-6-7,https://www.amazon.de/gp/bestsellers/ce-de/1385093031,"Halterungen & Ständer",3,16-6,"2016-12-07 11:31:29",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-6-8,https://www.amazon.de/gp/bestsellers/ce-de/364922031,Handyanhänger,3,16-6,"2016-12-07 11:31:29",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-6-9,https://www.amazon.de/gp/bestsellers/ce-de/1601904031,Handysocken,3,16-6,"2016-12-07 11:31:29",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-7,https://www.amazon.de/gp/bestsellers/ce-de/761254,"Heimkino Fernseher & Video",2,16,"2016-12-07 11:31:01",NULL,0,5,NULL,NULL,NULL,Elektronik,16,0
16-8,https://www.amazon.de/gp/bestsellers/ce-de/571760,"Hifi & Audio",2,16,"2016-12-07 11:31:01",NULL,0,5,NULL,NULL,NULL,Elektronik,16,0
16-8-1,https://www.amazon.de/gp/bestsellers/ce-de/3468081,Kompaktanlagen,3,16-8,"2016-12-07 11:31:30",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-8-2,https://www.amazon.de/gp/bestsellers/ce-de/589878,Lautsprecher,3,16-8,"2016-12-07 11:31:30",NULL,0,5,NULL,NULL,NULL,Elektronik,16,0
16-8-2-1,https://www.amazon.de/gp/bestsellers/ce-de/1382760031,Außen-Lautsprecher,4,16-8-2,"2016-12-07 11:34:08",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-8-2-3,https://www.amazon.de/gp/bestsellers/ce-de/1382759031,Einbau-Lautsprecher,4,16-8-2,"2016-12-07 11:34:08",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-8-2-5,https://www.amazon.de/gp/bestsellers/ce-de/3121661,Regal-Lautsprecher,4,16-8-2,"2016-12-07 11:34:08",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-8-2-8,https://www.amazon.de/gp/bestsellers/ce-de/3121681,Standlautsprecher,4,16-8-2,"2016-12-07 11:34:08",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-8-4,https://www.amazon.de/gp/bestsellers/ce-de/643026,Radios,3,16-8,"2016-12-07 11:31:30",NULL,0,5,NULL,NULL,NULL,Elektronik,16,0
16-8-4-1,https://www.amazon.de/gp/bestsellers/ce-de/3468061,Duschradios,4,16-8-4,"2016-12-07 11:34:08",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-8-4-3,https://www.amazon.de/gp/bestsellers/ce-de/1382751031,Kurzwellenempfänger,4,16-8-4,"2016-12-07 11:34:08",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-8-4-4,https://www.amazon.de/gp/bestsellers/ce-de/3468041,Küchenradios,4,16-8-4,"2016-12-07 11:34:08",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-8-4-5,https://www.amazon.de/gp/bestsellers/ce-de/1382750031,"Novelty Radios",4,16-8-4,"2016-12-07 11:34:08",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-8-4-6,https://www.amazon.de/gp/bestsellers/ce-de/3468051,"Radiowecker & Uhrenradios",4,16-8-4,"2016-12-07 11:34:08",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-8-5,https://www.amazon.de/gp/bestsellers/ce-de/189153031,"Receiver & Komponenten",3,16-8,"2016-12-07 11:31:30",NULL,0,5,NULL,NULL,NULL,Elektronik,16,0
16-8-5-10,https://www.amazon.de/gp/bestsellers/ce-de/1382757031,Phono-Vorverstärker,4,16-8-5,"2016-12-07 11:34:09",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-8-5-11,https://www.amazon.de/gp/bestsellers/ce-de/571846,Plattenspieler,4,16-8-5,"2016-12-07 11:34:09",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-8-5-12,https://www.amazon.de/gp/bestsellers/ce-de/915642,SACD-Player,4,16-8-5,"2016-12-07 11:34:09",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-8-5-13,https://www.amazon.de/gp/bestsellers/ce-de/1382758031,Vorverstärker,4,16-8-5,"2016-12-07 11:34:09",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-8-5-2,https://www.amazon.de/gp/bestsellers/ce-de/571822,CD-Player,4,16-8-5,"2016-12-07 11:34:08",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-8-5-3,https://www.amazon.de/gp/bestsellers/ce-de/571834,CD-Rekorder,4,16-8-5,"2016-12-07 11:34:08",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-8-5-4,https://www.amazon.de/gp/bestsellers/ce-de/1382755031,"Graphic Equalizer",4,16-8-5,"2016-12-07 11:34:08",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-8-5-5,https://www.amazon.de/gp/bestsellers/ce-de/571840,Hifi-Receiver,4,16-8-5,"2016-12-07 11:34:08",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-8-5-6,https://www.amazon.de/gp/bestsellers/ce-de/571848,Hifi-Tuner,4,16-8-5,"2016-12-07 11:34:08",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-8-5-7,https://www.amazon.de/gp/bestsellers/ce-de/571838,Hifi-Verstärker,4,16-8-5,"2016-12-07 11:34:08",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-8-5-8,https://www.amazon.de/gp/bestsellers/ce-de/571842,Kassettendecks,4,16-8-5,"2016-12-07 11:34:08",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-8-5-9,https://www.amazon.de/gp/bestsellers/ce-de/1382756031,MiniDisc-Player,4,16-8-5,"2016-12-07 11:34:08",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-8-6,https://www.amazon.de/gp/bestsellers/ce-de/1382748031,Zubehör,3,16-8,"2016-12-07 11:31:30",NULL,0,5,NULL,NULL,NULL,Elektronik,16,0
16-8-6-4,https://www.amazon.de/gp/bestsellers/ce-de/1382774031,Kabel,4,16-8-6,"2016-12-07 11:34:09",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
16-9,https://www.amazon.de/gp/bestsellers/ce-de/571714,MP3-Player,2,16,"2016-12-07 11:31:01",NULL,0,5,NULL,NULL,NULL,Elektronik,16,1
17,https://www.amazon.de/gp/bestsellers/books-intl-de,"Fremdsprachige Bücher",1,0,"2016-12-07 11:47:30",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,0
17-1,https://www.amazon.de/gp/bestsellers/books-intl-de/60447011,"Architektur Technik & Ingenieurswesen",2,17,"2016-12-07 11:31:01",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,0
17-1-1,https://www.amazon.de/gp/bestsellers/books-intl-de/392177011,"American National Standards Institute (ANSI) Publikationen",3,17-1,"2016-12-07 11:31:30",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-2,https://www.amazon.de/gp/bestsellers/books-intl-de/60357011,Architektur,3,17-1,"2016-12-07 11:31:30",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,0
17-1-2-1,https://www.amazon.de/gp/bestsellers/books-intl-de/60358011,Architekturstandards,4,17-1-2,"2016-12-07 11:34:09",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-2-10,https://www.amazon.de/gp/bestsellers/books-intl-de/60433011,Nachschlagewerke,4,17-1-2,"2016-12-07 11:34:09",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-2-11,https://www.amazon.de/gp/bestsellers/books-intl-de/60432011,"Projektplanung & -management",4,17-1-2,"2016-12-07 11:34:09",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-2-12,https://www.amazon.de/gp/bestsellers/books-intl-de/60435011,"Stadtplanung & Raumordnung",4,17-1-2,"2016-12-07 11:34:09",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-2-13,https://www.amazon.de/gp/bestsellers/books-intl-de/60434011,Studium,4,17-1-2,"2016-12-07 11:34:09",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-2-14,https://www.amazon.de/gp/bestsellers/books-intl-de/60369011,"Zeichnen & Modellieren",4,17-1-2,"2016-12-07 11:34:09",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-2-2,https://www.amazon.de/gp/bestsellers/books-intl-de/60436011,Denkmalpflege,4,17-1-2,"2016-12-07 11:34:09",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-2-3,https://www.amazon.de/gp/bestsellers/books-intl-de/60359011,"Gebäudetypen & Stile",4,17-1-2,"2016-12-07 11:34:09",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-2-4,https://www.amazon.de/gp/bestsellers/books-intl-de/60437011,"Geschichte & Epochen",4,17-1-2,"2016-12-07 11:34:09",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-2-5,https://www.amazon.de/gp/bestsellers/books-intl-de/60415011,Innenarchitektur,4,17-1-2,"2016-12-07 11:34:09",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-2-6,https://www.amazon.de/gp/bestsellers/books-intl-de/60420011,International,4,17-1-2,"2016-12-07 11:34:09",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-2-7,https://www.amazon.de/gp/bestsellers/books-intl-de/60368011,Kritik,4,17-1-2,"2016-12-07 11:34:09",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-2-8,https://www.amazon.de/gp/bestsellers/books-intl-de/60430011,Landschaftsarchitektur,4,17-1-2,"2016-12-07 11:34:09",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-2-9,https://www.amazon.de/gp/bestsellers/books-intl-de/60431011,Materialien,4,17-1-2,"2016-12-07 11:34:09",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-3,https://www.amazon.de/gp/bestsellers/books-intl-de/60448011,"Ingenieurwesen & Technik",3,17-1,"2016-12-07 11:31:30",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,0
17-1-3-1,https://www.amazon.de/gp/bestsellers/books-intl-de/60603011,Atomenergie,4,17-1-3,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-3-10,https://www.amazon.de/gp/bestsellers/books-intl-de/60652011,Forschung,4,17-1-3,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-3-11,https://www.amazon.de/gp/bestsellers/books-intl-de/60543011,"Industrie Herstellung & Abläufe",4,17-1-3,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-3-12,https://www.amazon.de/gp/bestsellers/books-intl-de/60565011,"Luft- & Raumfahrt",4,17-1-3,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-3-13,https://www.amazon.de/gp/bestsellers/books-intl-de/60636011,Management,4,17-1-3,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-3-14,https://www.amazon.de/gp/bestsellers/books-intl-de/108498011,Marine,4,17-1-3,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-3-15,https://www.amazon.de/gp/bestsellers/books-intl-de/60637011,Materialien,4,17-1-3,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-3-16,https://www.amazon.de/gp/bestsellers/books-intl-de/60556011,Materialwissenschaft,4,17-1-3,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-3-17,https://www.amazon.de/gp/bestsellers/books-intl-de/60580011,Mechanik,4,17-1-3,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-3-18,https://www.amazon.de/gp/bestsellers/books-intl-de/60610011,Nachschlagewerke,4,17-1-3,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-3-19,https://www.amazon.de/gp/bestsellers/books-intl-de/1320252031,"Patente & Erfindungen",4,17-1-3,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-3-2,https://www.amazon.de/gp/bestsellers/books-intl-de/60458011,Bauwesen,4,17-1-3,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-3-20,https://www.amazon.de/gp/bestsellers/books-intl-de/60604011,"Petroleum Bergbau & Erde",4,17-1-3,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-3-21,https://www.amazon.de/gp/bestsellers/books-intl-de/60651011,Stromanalagen,4,17-1-3,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-3-22,https://www.amazon.de/gp/bestsellers/books-intl-de/60618011,Telekommunikation,4,17-1-3,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-3-3,https://www.amazon.de/gp/bestsellers/books-intl-de/60575011,Bioengineering,4,17-1-3,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-3-4,https://www.amazon.de/gp/bestsellers/books-intl-de/60449011,"Chemie für Ingenieure",4,17-1-3,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-3-5,https://www.amazon.de/gp/bestsellers/books-intl-de/60508011,"Computertechnik für Ingenieure",4,17-1-3,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-3-6,https://www.amazon.de/gp/bestsellers/books-intl-de/60625011,"Design für Ingenieure",4,17-1-3,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-3-7,https://www.amazon.de/gp/bestsellers/books-intl-de/60516011,Elektrotechnik,4,17-1-3,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-3-8,https://www.amazon.de/gp/bestsellers/books-intl-de/60628011,Energie,4,17-1-3,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-3-9,https://www.amazon.de/gp/bestsellers/books-intl-de/60571011,Fahrzeugtechnik,4,17-1-3,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-1-4,https://www.amazon.de/gp/bestsellers/books-intl-de/61178011,Staatsdienst,3,17-1,"2016-12-07 11:31:30",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-10,https://www.amazon.de/gp/bestsellers/books-intl-de/65140011,Geschichte,2,17,"2016-12-07 11:31:01",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,0
17-10-1,https://www.amazon.de/gp/bestsellers/books-intl-de/65141011,Afrika,3,17-10,"2016-12-07 11:31:30",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-10-10,https://www.amazon.de/gp/bestsellers/books-intl-de/65621011,Militärwissenschaft,3,17-10,"2016-12-07 11:31:30",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-10-11,https://www.amazon.de/gp/bestsellers/books-intl-de/65550011,Nahost,3,17-10,"2016-12-07 11:31:30",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,0
17-10-11-1,https://www.amazon.de/gp/bestsellers/books-intl-de/65552011,Ägypten,4,17-10-11,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-10-11-10,https://www.amazon.de/gp/bestsellers/books-intl-de/65564011,"Vereinigte Arabische Emirate",4,17-10-11,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-10-11-2,https://www.amazon.de/gp/bestsellers/books-intl-de/65555011,Irak,4,17-10-11,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-10-11-3,https://www.amazon.de/gp/bestsellers/books-intl-de/65554011,Iran,4,17-10-11,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-10-11-4,https://www.amazon.de/gp/bestsellers/books-intl-de/65556011,Israel,4,17-10-11,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-10-11-5,https://www.amazon.de/gp/bestsellers/books-intl-de/65559011,Libanon,4,17-10-11,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-10-11-6,https://www.amazon.de/gp/bestsellers/books-intl-de/65566011,Palästina,4,17-10-11,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-10-11-7,https://www.amazon.de/gp/bestsellers/books-intl-de/1331049031,Saudi-Arabien,4,17-10-11,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-10-11-8,https://www.amazon.de/gp/bestsellers/books-intl-de/65563011,Syrien,4,17-10-11,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-10-11-9,https://www.amazon.de/gp/bestsellers/books-intl-de/1331050031,Türkei,4,17-10-11,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-10-12,https://www.amazon.de/gp/bestsellers/books-intl-de/65449011,Russland,3,17-10,"2016-12-07 11:31:30",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-10-13,https://www.amazon.de/gp/bestsellers/books-intl-de/65597011,Weltgeschichte,3,17-10,"2016-12-07 11:31:30",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,0
17-10-13-1,https://www.amazon.de/gp/bestsellers/books-intl-de/65612011,"17. Jahrhundert",4,17-10-13,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-10-13-10,https://www.amazon.de/gp/bestsellers/books-intl-de/65610011,Mittelalter,4,17-10-13,"2016-12-07 11:34:11",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-10-13-11,https://www.amazon.de/gp/bestsellers/books-intl-de/65611011,Renaissance,4,17-10-13,"2016-12-07 11:34:11",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-10-13-12,https://www.amazon.de/gp/bestsellers/books-intl-de/65541011,Revolutionen,4,17-10-13,"2016-12-07 11:34:11",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-10-13-2,https://www.amazon.de/gp/bestsellers/books-intl-de/65606011,"18. Jahrhundert",4,17-10-13,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-10-13-3,https://www.amazon.de/gp/bestsellers/books-intl-de/65607011,"19. Jahrhundert",4,17-10-13,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-10-13-4,https://www.amazon.de/gp/bestsellers/books-intl-de/65608011,"20. Jahrhundert",4,17-10-13,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-10-13-5,https://www.amazon.de/gp/bestsellers/books-intl-de/65613011,"21. Jahrhundert",4,17-10-13,"2016-12-07 11:34:10",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-10-13-6,https://www.amazon.de/gp/bestsellers/books-intl-de/65598011,"Beförderung & Verkehr",4,17-10-13,"2016-12-07 11:34:11",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-10-13-7,https://www.amazon.de/gp/bestsellers/books-intl-de/65614011,"Expeditionen & Entdeckungsreisen",4,17-10-13,"2016-12-07 11:34:11",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
17-10-13-8,https://www.amazon.de/gp/bestsellers/books-intl-de/65619011,Islamisch,4,17-10-13,"2016-12-07 11:34:11",NULL,0,5,NULL,NULL,NULL,"Fremdsprachige Bücher",17,1
